ID;token;entity_type
11944;الجبال;O
11945;العاليه;O
11946;والبراكين;O
11947;وغيرها;O
11948;مايلفيل;O
11949;بركان;O
11950;يقع;O
11951;جنوب;O
11952;دوله;O
11953;ايسلندا;O
11954;ارتفاع;O
11955;يقدر;O
11956;بنحو;O
11957;200;O
11958;متر;O
11959;بركان;O
11960;مخروطي;O
11961;شكل;O
11962;جذاب;O
11963;للغايه;O
11964;يفتح;O
11965;المنتزه;O
11966;يتواجد;O
11967;ابوابه;O
11968;امام;O
11969;السياح;O
11970;فصل;O
11971;الصيف;O
11972;وذلك;O
11973;لاسباب;O
11974;تتعلق;O
11975;بالسلامه;O
11976;المكان;O
11977;يتمتع;O
11978;بجمال;O
11979;ساحر;O
11980;وخاصه;O
11981;شكل;O
11982;البركان;O
11983;تغطيه;O
11984;الخضره;O
11985;ويحيطه;O
11986;السواد;O
11987;مكان;O
11988;ديتيفوس;O
11989;شلالات;O
11990;تعد;O
11991;الاجمل;O
11992;دوله;O
11993;ايسلندا;O
11994;الشلالات;O
11995;تقع;O
11996;ارتفاع;O
11997;45;O
11998;مترا;O
11999;وعرضها;O
12000;حوالي;O
12001;100;O
12002;متر;O
12003;ويقال;O
12004;اقوي;O
12005;شلال;O
12006;اوروبا;B-LOC
12007;امر;O
12008;مؤكد;O
12009;مؤكد;O
12010;واحده;O
12011;اجمل;O
12012;الشلالات;B-LF
12013;العالم;O
12014;جبل;B-LF
12015;كيركوفيل;I-LF
12016;احد;O
12017;اهم;O
12018;المعالم;O
12019;الطبيعيه;O
12020;البلاد;O
12021;الجبل;O
12022;يقع;O
12023;غروندارفيوردور;O
12024;قريه;O
12025;صيد;O
12026;صغيره;O
12027;الساحل;B-LF
12028;الشمالي;I-LF
12029;تقع;O
12030;مضيق;O
12031;خلاب;O
12032;تحيطه;O
12033;الجبال;O
12034;وخاصه;O
12035;جبل;B-LF
12036;كيركوفيل;I-LF
12037;وصفه;O
12038;باحد;O
12039;اجمل;O
12040;الجبال;B-LF
12041;اوروبا;B-LOC
12042;فان;O
12043;مناخ;B-WH
12044;ايرلندا;I-WH
12045;يميل;I-WH
12046;للبروده;I-WH
12047;بشكل;O
12048;عام;O
12049;فصلي;O
12050;الشتاء;O
12051;والخريف;O
12052;يصبح;O
12053;معتدلا;O
12054;فصلي;O
12055;الصيف;O
12056;والربيع;O
12057;تعتبر;O
12058;اللغه;B-LG
12059;الايرلنديه;I-LG
12060;اللغه;O
12061;الرسميه;O
12062;اراضي;O
12063;ايرلندا;B-LOC
12064;ينكر;O
12065;استخدام;O
12066;نسبه;O
12067;كبيره;O
12068;السكان;O
12069;للغه;O
12070;الانكليزيه;B-LG
12071;قع;O
12072;مدينه;O
12073;كيلارني;B-LOC
12074;مقاطعه;O
12075;كيري;O
12076;جنوب;O
12077;غرب;O
12078;ايرلندا;B-LOC
12079;وتستقبل;O
12080;المدينه;O
12081;اعدادا;O
12082;ضخمه;O
12083;السياح;O
12084;سيما;O
12085;فصل;O
12086;الصيف;O
12087;المعقول;O
12088;زياره;O
12089;ايرلندا;B-LOC
12090;الانطلاق;O
12091;جوله;O
12092;مسارات;B-AC
12093;المشي;I-AC
12094;والتسلق;B-AC
12095;القمم;I-AC
12096;الجبليه;I-AC
12097;الشاهقه;O
12098;السباحه;B-AC
12099;التجديف;B-AC
12100;بالكاياك;I-AC
12101;عبر;O
12102;البحيرات;O
12103;والشلالات;B-LF
12104;منتزه;O
12105;كيلارني;O
12106;الوطنيبالاضافه;O
12107;توفر;O
12108;كيلارني;O
12109;للسياح;O
12110;الكثير;O
12111;الاوقات;O
12112;الهادئه;O
12113;للاستجمام;O
12114;والاسترخاء;O
12115;فناجين;O
12116;الشاي;O
12117;وبذلك;O
12118;تبدو;O
12119;المدينه;O
12120;مناسبه;O
12121;للهاربين;O
12122;ضجيج;O
12123;المدن;O
12124;الصاخبه;O
12125;والباحثين;O
12126;العطلات;O
12127;المريحه;O
12128;تعتبر;O
12129;مدينه;O
12130;غالواي;B-LOC
12131;اكبر;O
12132;المدن;O
12133;الموجوده;O
12134;غرب;O
12135;جمهوريه;O
12136;ايرلندا;B-LOC
12137;وتشتهر;O
12138;مدينه;O
12139;غالواي;O
12140;بوجود;O
12141;الكثير;O
12142;المحلات;O
12143;التجاريه;O
12144;وصالات;O
12145;العرض;O
12146;لاشهر;O
12147;الماركات;O
12148;العاليمه;O
12149;وتتميز;O
12150;شوارع;O
12151;وطرقات;O
12152;مدينه;O
12153;غالواي;O
12154;بانها;O
12155;مرصوفه;O
12156;بشكل;O
12157;رائع;O
12158;بالحصي;O
12159;العائد;O
12160;لقرون;O
12161;ماضيه;O
12162;تهتم;O
12163;مدينه;O
12164;غالواي;O
12165;بالموسيقي;O
12166;فهي;O
12167;تعتبر;O
12168;مركز;O
12169;رئيسي;O
12170;للموسيقي;O
12171;الايرلنديه;O
12172;تحتوي;O
12173;صالات;O
12174;رائعه;O
12175;للموسيقي;O
12176;اللغه;B-LG
12177;اللاتيفيه;I-LG
12178;اللغه;O
12179;الرسميه;O
12180;والسائده;O
12181;لاتفيا;B-LG
12182;بالاضافه;O
12183;يوجد;O
12184;عدد;O
12185;اللغات;O
12186;يتحدث;O
12187;السكان;O
12188;لاتفيا;B-LG
12189;(;O
12190;الروسيه;B-LG
12191;والاوكرانيه;B-LG
12192;واللاتغاليه;B-LG
12193;والبيلاروسيه;B-LG
12194;);O
12195;تقدم;O
12196;ريجا;O
12197;لزائريها;O
12198;الاستمتاع;O
12199;بممارسه;O
12200;مجموعه;O
12201;متنوعه;O
12202;الانشطه;O
12203;الترفيهيه;O
12204;اهمها;O
12205;استكشاف;B-AC
12206;البلده;I-AC
12207;القديمه;O
12208;المسجله;O
12209;منظمه;O
12210;اليونسكو;O
12211;فضلا;O
12212;التجول;B-AC
12213;شوارعها;I-AC
12214;المتعرجه;O
12215;والاحجار;O
12216;المرصوفه;O
12217;بالحصي;O
12218;ومشاهده;O
12219;الفن;O
12220;الحديث;O
12221;المباني;O
12222;الحضاريه;O
12223;علاوه;O
12224;زياره;B-AC
12225;المتاحف;I-AC
12226;ومشاهده;O
12227;نصب;O
12228;الحريه;O
12229;والكنائس;O
12230;والتنزه;O
12231;الحدائق;O
12232;الوطنيه;O
12233;المساحات;O
12234;الخضراء;O
12235;الواسعه;O
12236;السياحه;O
12237;دواغافبيلس;O
12238;تتيح;O
12239;القيام;O
12240;بالعديد;O
12241;التجارب;O
12242;المثيره;O
12243;والفريده;O
12244;نوعها;O
12245;اهمها;O
12246;التجول;B-AC
12247;المتنزهات;I-AC
12248;الطبيعيه;I-AC
12249;والحدائق;I-AC
12250;الترفيهيه;O
12251;العديده;O
12252;والاستمتاع;O
12253;باستكشاف;B-AC
12254;المعالم;I-AC
12255;التاريخيه;O
12256;والمؤسسات;O
12257;الثقافيه;O
12258;الرائعه;O
12259;ومشاهده;B-AC
12260;القلعه;I-AC
12261;والمباني;O
12262;المبنيه;O
12263;بالطوب;O
12264;الاحمر;I-LOC
12265;وممارسه;B-AC
12266;النشاطات;I-AC
12267;المائيه;I-AC
12268;الممتعه;O
12269;بحيرات;O
12270;المدينه;O
12271;الجميله;O
12272;مدينه;O
12273;يورمالا;B-LOC
12274;احدي;O
12275;مدن;O
12276;لاتفيا;B-LOC
12277;الرئيسيه;O
12278;الجاذبه;O
12279;للسياح;O
12280;مختلف;O
12281;انحاء;O
12282;العالم;O
12283;تتمتع;O
12284;بموقعها;O
12285;المتميز;O
12286;نهر;B-LF
12287;ليلوبي;I-LF
12288;وخليج;B-LF
12289;ريغا;I-LF
12290;زاد;O
12291;جمالها;O
12292;وشهرتها;O
12293;خامس;O
12294;اكبر;O
12295;واهم;O
12296;مدينه;O
12297;لاتفيا;B-LOC
12298;ويطلق;O
12299;اسم;O
12300;مدينه;O
12301;المنتجعاتيمكنك;O
12302;ممارسه;O
12303;العديد;O
12304;الانشطه;O
12305;الترفيهيه;O
12306;الرائعه;O
12307;كالتنزه;O
12308;عبر;O
12309;اميال;O
12310;الشواطئ;O
12311;الرمليه;O
12312;بالمدينه;O
12313;والتجول;B-AC
12314;وسط;I-AC
12315;المنازل;O
12316;الخشبيه;O
12317;الرومانسيه;O
12318;والمباني;O
12319;العصريه;O
12320;الجميله;O
12321;واستكشاف;B-AC
12322;المتاحف;I-AC
12323;والغابات;I-AC
12324;والمشي;B-AC
12325;مسارات;I-AC
12326;المنتزهات;O
12327;الترفيهيه;O
12328;والحدائق;O
12329;الوطنيه;O
12330;وركوب;B-AC
12331;الدراجات;I-AC
12332;قريه;O
12333;بافيلوستا;O
12334;منطقه;O
12335;ساحليه;O
12336;دافئه;O
12337;لاتفيا;B-LOC
12338;اهم;O
12339;الوجهات;O
12340;السياحيه;O
12341;البارزه;O
12342;البلاد;O
12343;تتمتع;O
12344;مناخ;B-WH
12345;معتدل;I-WH
12346;طوال;O
12347;العام;O
12348;فهي;O
12349;اكثر;O
12350;الجهات;O
12351;المشمسه;O
12352;لاتفياتتنوع;O
12353;الانشطه;O
12354;الترفيهيه;O
12355;والالعاب;O
12356;الرياضيه;O
12357;المثيره;O
12358;قريه;O
12359;بافيلوستا;O
12360;فهي;O
12361;مركزا;O
12362;هاما;O
12363;لصيد;B-AC
12364;الاسماك;I-AC
12365;فتتيح;O
12366;تناول;O
12367;افضل;O
12368;والذ;O
12369;الماكولات;O
12370;البحريه;O
12371;الطازجه;O
12372;المدخنه;O
12373;بالطريقه;O
12374;اللاتفيه;O
12375;التقليديه;O
12376;الشهيه;O
12377;تتنوع;O
12378;الانشطه;O
12379;الترفيهيه;O
12380;والالعاب;O
12381;الرياضيه;O
12382;المثيره;O
12383;قريه;O
12384;بافيلوستا;O
12385;فهي;O
12386;مركزا;O
12387;هاما;O
12388;لصيد;B-AC
12389;الاسماك;I-AC
12390;فتتيح;O
12391;تناول;O
12392;افضل;O
12393;والذ;O
12394;الماكولات;O
12395;البحريه;O
12396;الطازجه;O
12397;المدخنه;O
12398;بالطريقه;O
12399;اللاتفيه;O
12400;التقليديه;O
12401;الشهيه;O
12402;تتمتع;O
12403;ليتوانيا;B-LOC
12404;بمناخ;B-WH
12405;قاري;I-WC
12406;معتدل;I-WC
12407;طوال;O
12408;العام;O
12409;تهيمن;O
12410;تاثيرات;O
12411;بحر;O
12412;البلطيق;O
12413;منطقه;O
12414;ساحليه;O
12415;ضيقه;O
12416;نسبيا;O
12417;تتراوح;O
12418;درجات;O
12419;الحراره;O
12420;5;O
12421;17;O
12422;درجه;O
12423;مئويه;O
12424;متوسط;O
12425;هطول;O
12426;الامطار;O
12427;يتجاوز;O
12428;800;O
12429;ملم;O
12430;سنويا;O
12431;اللغه;B-LG
12432;الليتوانيه;I-LG
12433;لغه;O
12434;شرق;O
12435;البلطيق;O
12436;الاكثر;O
12437;ارتباطا;O
12438;باللاتفيه;O
12439;اللغه;O
12440;الاساسيه;O
12441;الرسميه;O
12442;المستخدمه;O
12443;جمهوريه;O
12444;ليتوانيا;B-LOC
12445;ويوجد;O
12446;العديد;O
12447;اللغات;O
12448;الفرعيه;O
12449;ليتوانيا;B-LOC
12450;اللغه;B-LG
12451;البولنديه;I-LG
12452;والروسيه;I-LG
12453;والانجليزيه;I-LG
12454;المنتشره;O
12455;بشكل;O
12456;اساسي;O
12457;المواقع;O
12458;السياحيه;O
12459;البارزه;O
12460;البلاد;O
12461;اكي;O
12462;مدينه;O
12463;ليتوانيه;B-LOC
12464;صغيره;O
12465;تقع;O
12466;ثلاث;O
12467;بحيرات;O
12468;وتشتهر;O
12469;بمناظرها;O
12470;الطبيعيه;O
12471;الخلابه;O
12472;ومحميات;O
12473;الحياه;O
12474;البريه;O
12475;والغابات;B-LF
12476;الفاتنه;O
12477;وجميع;O
12478;سبق;O
12479;جعل;O
12480;مزارا;O
12481;سياحيا;O
12482;هاما;O
12483;يستقبل;O
12484;يزيد;O
12485;مليوني;O
12486;سائح;O
12487;عاميمكنك;O
12488;الانسجام;O
12489;والهدوء;O
12490;احضان;O
12491;الطبيعه;O
12492;والبعد;O
12493;ضجيج;O
12494;الاماكن;O
12495;المزدحمه;O
12496;يمكنك;O
12497;والاستمتاع;O
12498;بممارسه;O
12499;السباحه;B-AC
12500;وركوب;B-AC
12501;الخيل;I-AC
12502;والطيران;B-AC
12503;المظلي;I-AC
12504;والابحار;B-AC
12505;القوارب;I-AC
12506;وصيد;B-AC
12507;الاسماك;I-AC
12508;يوجد;O
12509;بالمدينه;O
12510;قلعه;O
12511;جزيره;B-LF
12512;تراكي;I-LF
12513;الرائعه;O
12514;تقع;O
12515;بحيره;B-LF
12516;جالفو;I-LF
12517;وحديقه;O
12518;تراكي;O
12519;التاريخيه;O
12520;الوطنيه;O
12521;والعديد;O
12522;المنازل;O
12523;والفنادق;O
12524;والمجمعات;O
12525;الترفيهيه;O
12526;والاكواخ;O
12527;الجميله;O
12528;فهي;O
12529;تجربه;O
12530;فريده;O
12531;ومثيره;O
12532;للاعجاب;O
12533;ليتوانيا;B-LOC
12534;تراوح;O
12535;متوسط;O
12536;درجات;O
12537;الحراره;O
12538;الساحل;B-LF
12539;الغربي;I-LF
12540;7;O
12541;30;O
12542;درجه;O
12543;مئويه;O
12544;اذ;O
12545;تتمتع;O
12546;غرب;O
12547;النرويج;B-LOC
12548;بمناخ;B-WH
12549;بحري;I-WH
12550;صيف;I-WH
12551;بارد;I-WH
12552;نسبيا;O
12553;وشتاء;B-WH
12554;معتدل;I-WH
12555;ومتوسط;O
12556;هطول;I-WH
12557;الامطار;I-WH
12558;اقل;O
12559;2250;O
12560;ملم;O
12561;سنويا;O
12562;تتمتع;O
12563;منطقه;O
12564;شرق;O
12565;النرويج;B-LOC
12566;بمناخ;B-WH
12567;داخلي;I-WH
12568;صيف;I-WH
12569;دافئ;I-WH
12570;وشتاء;B-WH
12571;بارد;I-WH
12572;ومتوسط;B-WH
12573;هطول;I-WH
12574;الامطار;I-WH
12575;اقل;I-WH
12576;760;O
12577;ملم;O
12578;سنويا;O
12579;دينه;O
12580;اوسلو;B-LOC
12581;عاصمه;O
12582;النرويج;B-LOC
12583;تضم;O
12584;العديد;O
12585;المتاحف;O
12586;والمعالم;O
12587;السياحيه;O
12588;والغابات;B-LF
12589;الكثيفه;O
12590;ويمكن;O
12591;للسياح;O
12592;القيام;O
12593;ببعض;O
12594;الانشطه;O
12595;ركوب;B-AC
12596;الدراجات;I-AC
12597;والتزلج;B-AC
12598;مدينه;B-LOC
12599;ترومسو;I-LOC
12600;عاصمه;O
12601;القطب;B-LOC
12602;الشمالي;I-LOC
12603;تتيح;O
12604;للسياح;O
12605;مشاهده;B-AC
12606;الحيتان;I-AC
12607;وشمس;O
12608;منتصف;O
12609;الليل;O
12610;والتزلج;B-AC
12611;والمشي;B-AC
12612;لمسافات;I-AC
12613;طويله;I-AC
12614;وصيد;B-AC
12615;السلطعون;I-AC
12616;وزياره;B-AC
12617;الجزر;I-AC
12618;الجليديه;I-AC
12619;سينجا;B-LOC
12620;وكفالويا;B-LOC
12621;وشوماروي;B-LOC
12622;مدينه;O
12623;كريستيانسايد;B-LOC
12624;جنوب;O
12625;النرويج;B-LOC
12626;تعج;O
12627;بالاف;O
12628;الجزر;B-LF
12629;والشواطئ;B-LF
12630;الجميله;O
12631;ويمكنك;O
12632;التجول;B-AC
12633;الشوارع;I-AC
12634;الضيقه;O
12635;المنازل;O
12636;الخشبيه;O
12637;البيضاء;O
12638;والاستمتاع;B-AC
12639;بالماكولات;I-AC
12640;البحريه;I-AC
12641;الطازجه;O
12642;وحضور;O
12643;العديد;O
12644;المهرجانات;B-AC
12645;الممتعه;O
12646;الجدير;O
12647;بالذكر;O
12648;البانيا;B-LOC
12649;بلد;O
12650;متجانسه;O
12651;عرقيا;O
12652;ويتحدث;O
12653;الغالبيه;O
12654;العظمي;O
12655;سكانها;O
12656;اللغه;B-LG
12657;الالبانيه;I-LG
12658;يتحدث;O
12659;الاقليات;O
12660;لغتها;O
12661;الاصليه;O
12662;اليونانيه;B-LG
12663;والمقدونيه;B-LG
12664;والرومانيه;B-LG
12665;وغيرها;O
12666;وتعد;O
12667;اللغه;B-LG
12668;الايطاليه;I-LG
12669;والانجليزيه;I-LG
12670;اشهر;O
12671;اللغات;O
12672;يتحدث;O
12673;الالبانيون;O
12674;تتميز;O
12675;السياحه;O
12676;اوروبا;B-LOC
12677;المانيا;B-LOC
12678;بمناخ;B-WH
12679;معتدل;I-WH
12680;بشكل;O
12681;عام;O
12682;والامطار;B-WH
12683;تسقط;I-WH
12684;معظم;I-WH
12685;اوقات;I-WH
12686;السنه;I-WH
12687;فصلنا;O
12688;المناخ;O
12689;المانيا;B-LOC
12690;حسب;O
12691;الفصول;O
12692;سيكون;O
12693;الربيع;B-WH
12694;افضل;O
12695;وقت;O
12696;لزياره;O
12697;المانيا;B-LOC
12698;ويكون;O
12699;شهري;O
12700;ابريل;O
12701;ومايو;O
12702;تكتسي;O
12703;المانيا;B-LOC
12704;الثوب;O
12705;الاخضر;O
12706;فيغطي;O
12707;حدائقها;O
12708;ومنتزهاتها;O
12709;يمتاز;O
12710;الفصل;O
12711;باجوائه;O
12712;الملائمه;O
12713;للنزهات;O
12714;والتجول;O
12715;انحاء;O
12716;البلاد;O
12717;الصيف;B-WH
12718;ويكون;O
12719;شهري;O
12720;يونيو;O
12721;وسبتمبر;O
12722;تزداد;O
12723;معدلات;O
12724;الرطوبه;B-WH
12725;وفرص;B-WH
12726;هطور;I-WH
12727;الامطار;I-WH
12728;ويكون;O
12729;الطقس;B-WH
12730;معتدلا;I-WH
12731;مناسب;O
12732;اجل;O
12733;السفر;O
12734;المانيا;B-LOC
12735;الخريف;B-WH
12736;شهري;O
12737;اكتوبر;O
12738;ونوفمبر;O
12739;الطقس;B-WH
12740;مشمسا;I-WH
12741;الاوقات;O
12742;ويصبح;O
12743;ضبابيا;B-WH
12744;دخول;O
12745;شهر;O
12746;نوفمبر;O
12747;شتاء;B-WH
12748;المانيا;B-LOC
12749;شهري;O
12750;ديسمبر;O
12751;ومارس;O
12752;فصل;O
12753;بارد;B-WH
12754;تتساقط;B-WH
12755;الثلوج;I-WH
12756;المناطق;O
12757;المرتفعه;O
12758;السياحه;O
12759;المانيا;B-LOC
12760;الفصل;O
12761;مفضله;O
12762;لعشاق;O
12763;الرياضات;O
12764;الشتويه;O
12765;والثلوج;B-WH
12766;السياحه;O
12767;برلين;B-LOC
12768;العاصمه;O
12769;برلين;B-LOC
12770;اكبر;O
12771;مدن;O
12772;المانيا;B-LOC
12773;السياحيه;O
12774;تعد;O
12775;ثاني;O
12776;اكبر;O
12777;مدن;O
12778;الاتحاد;O
12779;الاوروبي;O
12780;لندن;B-LOC
12781;اهم;O
12782;المدن;O
12783;الثقافيه;O
12784;والسياحيه;O
12785;اوروبا;B-LOC
12786;والعالم;O
12787;فهي;O
12788;تحتضن;O
12789;الكثير;O
12790;المواقع;O
12791;التاريخيه;O
12792;والاثريه;O
12793;تستحق;O
12794;الزياره;O
12795;والاهتمام;O
12796;اهمها;O
12797;سور;O
12798;برلين;B-LOC
12799;المدينه;O
12800;تضم;O
12801;العديد;O
12802;اماكن;O
12803;التسوق;O
12804;الراقيه;O
12805;مستوي;O
12806;اوروبا;B-LOC
12807;افضل;O
12808;فنادق;O
12809;برلين;B-LOC
12810;5;O
12811;نجوم;O
12812;فندق;O
12813;ادلون;O
12814;كمبينسكي;O
12815;برلين;B-LOC
12816;يعد;O
12817;فندق;O
12818;ادلون;O
12819;كمبنسكي;O
12820;افضل;O
12821;فندق;O
12822;برلين;B-LOC
12823;يتميز;O
12824;بموقعه;O
12825;المركزي;O
12826;يتيح;O
12827;الوصول;O
12828;اهم;O
12829;اماكن;O
12830;الجذب;O
12831;السياحيه;O
12832;برلين;B-LOC
12833;يقع;O
12834;بجوار;O
12835;بوابه;O
12836;براندنبورغ;B-LOC
12837;ونصب;O
12838;الهولوكوست;B-LOC
12839;المكسيك;B-LOC
12840;واحده;O
12841;اكثر;O
12842;الوجهات;O
12843;شعبيه;O
12844;لقضاء;O
12845;العطلات;O
12846;العالم;O
12847;فهناك;O
12848;اكثر;O
12849;20;O
12850;مليون;O
12851;زائر;O
12852;اجنبي;O
12853;سنويا;O
12854;يصل;O
12855;للمكسيك;B-LOC
12856;لقضاء;O
12857;الاجازه;O
12858;الصيفيه;O
12859;تتميز;O
12860;المكسيك;B-LOC
12861;بالمنتجعات;O
12862;الشاطئيه;O
12863;المطله;O
12864;المحيط;B-LF
12865;الهادئ;I-LF
12866;وفيما;O
12867;قائمه;O
12868;لاجمل;O
12869;واشهر;O
12870;مناطق;O
12871;الجذب;O
12872;السياحيه;O
12873;الاكثر;O
12874;مذهله;O
12875;الموجوده;O
12876;بالمكسيك;B-LOC
12877;لسياحه;O
12878;المكسيك;B-LOC
12879;تمثل;O
12880;جزء;O
12881;كبير;O
12882;اقتصاد;O
12883;المكسيك;B-LOC
12884;والمكسيك;B-LOC
12885;اكبر;O
12886;الدول;O
12887;السياحه;O
12888;حسب;O
12889;منظمه;O
12890;السياحه;O
12891;العالميه;O
12892;وثاني;O
12893;اكبر;O
12894;بلد;O
12895;قاره;B-LOC
12896;امريكا;I-LOC
12897;الولايات;I-LOC
12898;المتحده;I-LOC
12899;ويوجد;O
12900;عده;O
12901;مواقع;O
12902;سياحيه;O
12903;المكسيك;B-LOC
12904;كاتدرائيه;O
12905;مكسيكو;B-LOC
12906;سيتي;I-LOC
12907;تشيتشن;I-LOC
12908;ايتز;I-LOC
12909;يختلف;O
12910;الطقس;O
12911;حسب;O
12912;المنطقه;O
12913;والموسم;O
12914;افضل;O
12915;وقت;O
12916;السنه;O
12917;لزياره;O
12918;المناطق;O
12919;الشماليه;O
12920;المرتفعه;O
12921;شهري;O
12922;نوفمبر;O
12923;وابريل;O
12924;الشمس;O
12925;الحاره;O
12926;ابرد;O
12927;الشهور;O
12928;فهي;O
12929;الواقعه;O
12930;ديسمبر;O
12931;وفبراير;O
12932;موسم;B-WH
12933;الامطار;I-WH
12934;الجنوب;O
12935;مايو;O
12936;واكتوبر;O
12937;اكثر;O
12938;سخونه;B-WH
12939;ورطوبه;B-WH
12940;الوقت;O
12941;السنه;O
12942;المكسيك;B-LOC
12943;مشهدا;O
12944;مسلسلات;O
12945;الاجرام;O
12946;والمخدرات;O
12947;الاعتقاد;O
12948;ينفر;O
12949;الكثير;O
12950;الناس;O
12951;بعيدا;O
12952;السفر;O
12953;المكسيك;B-LOC
12954;والحقيقه;O
12955;يتواجد;O
12956;المناطق;O
12957;الحدوديه;O
12958;الولايات;B-LOC
12959;المتحده;I-LOC
12960;المناطق;O
12961;الاخري;O
12962;امنه;O
12963;وخاصه;O
12964;الوجهات;O
12965;السياحيه;O
12966;الاكثر;O
12967;شعبيه;O
12968;المكسيك;B-LOC
12969;ا;O
12970;السياحه;O
12971;المكسيك;B-LOC
12972;صناعه;O
12973;مهمه;O
12974;للغايه;O
12975;يوجد;O
12976;المكسيك;B-LOC
12977;عدد;O
12978;كبير;O
12979;مواقع;O
12980;التراث;O
12981;العالمي;O
12982;لليونسكو;O
12983;القائمه;O
12984;الاثار;O
12985;القديمه;O
12986;والمدن;O
12987;الرائعه;O
12988;بالاضافه;O
12989;المحميات;O
12990;الطبيعيه;O
12991;فضلا;O
12992;عدد;O
12993;اعمال;O
12994;العماره;O
12995;الحديثه;O
12996;العامه;O
12997;والخاصه;O
12998;وللمزيد;O
12999;التفاصيل;O
13000;والمعلومات;O
13001;السياحه;O
13002;المكسيك;B-LOC
13003;تابعوا;O
13004;معنا;O
13005;الموضوع;O
13006;موقع;O
13007;سائح;O
13008;واليكم;O
13009;التفاصيل;O
13010;يحدها;O
13011;الشمال;O
13012;الولايات;B-LOC
13013;المتحده;I-LOC
13014;الامريكي;O
13015;الجتوب;O
13016;والغرب;O
13017;المحيط;B-LF
13018;الهادي;I-LF
13019;الجنوب;O
13020;الشرقي;O
13021;غواتيمالا;B-LOC
13022;وبليز;O
13023;والبحر;B-LF
13024;الكاريبي;I-LF
13025;الشرق;
13026;خليج;B-LF
13027;المكسيك;I-LF
13028;مساحتها;O
13029;2;O
13030;مليون;O
13031;كيلو;O
13032;متر;O
13033;مربع;O
13034;عاصمتها;O
13035;مدينه;O
13036;مكسيكو;B-LOC
13037;تضم;O
13038;31;O
13039;موقع;O
13040;التراث;O
13041;العالمي;O
13042;لليونسكو;O
13043;معالم;O
13044;الجذب;O
13045;السياحي;O
13046;المكسيك;B-LOC
13047;تتكون;O
13048;بلايا;B-LOC
13049;ديل;I-LOC
13050;كارمن;I-LOC
13051;منطقه;O
13052;سياحيه;O
13053;منطقه;O
13054;سكنيه;O
13055;ومدينه;O
13056;مكونه;O
13057;عده;O
13058;احياء;O
13059;متفرقه;O
13060;بلايا;B-LOC
13061;ديل;I-LOC
13062;كارمن;I-LOC
13063;مدينه;O
13064;شاطئيه;O
13065;ممتعه;O
13066;شبه;B-LF
13067;جزيره;I-LF
13068;يوكاتان;I-LF
13069;المكسيك;B-LOC
13070;جزء;O
13071;طريق;O
13072;ريفيرا;O
13073;مايا;O
13074;الكلاسيكي;O
13075;اسفل;O
13076;الساحل;O
13077;تقع;O
13078;فنزويلا;B-LOC
13079;الطرف;O
13080;الشمالي;O
13081;امريكا;B-LOC
13082;الجنوبيه;I-LOC
13083;تحدها;O
13084;البحر;B-LF
13085;الكاريبي;I-LF
13086;والمحيط;B-LF
13087;الاطلسي;I-LF
13088;الشمال;O
13089;وغيانا;B-LOC
13090;الشرق;O
13091;والبرازيل;B-LOC
13092;الجنوب;O
13093;وتحدها;O
13094;كولومبيا;B-LOC
13095;الغرب;O
13096;والجنوب;O
13097;الغربي;O
13098;تدير;O
13099;فنزويلا;B-LOC
13100;عددا;O
13101;الجزر;B-LF
13102;الكاريبيه;I-LF
13103;جزيره;B-LF
13104;مارغريتا;I-LF
13105;وجزيره;B-LF
13106;لاتورتوجا;I-LF
13107;تضم;O
13108;سلاسل;B-LF
13109;جبال;I-LF
13110;الانديز;I-LF
13111;الشماليه;I-LF
13112;والمرتفعات;O
13113;الداخليه;O
13114;وبحيره;B-LF
13115;ماراكايبو;I-LF
13116;اكبر;O
13117;بحيره;B-LF
13118;امريكا;B-LOC
13119;الجنوبيه;I-LOC
13120;تتمتع;O
13121;فنزويلا;B-LOC
13122;بالمناخ;B-WH
13123;المداري;I-WH
13124;اذ;O
13125;يبلغ;O
13126;متوسط;O
13127;درجه;O
13128;الحراره;O
13129;سنويا;O
13130;حوالي;O
13131;24;O
13132;درجه;O
13133;مئويه;O
13134;تتاثر;O
13135;فنزويلا;B-LOC
13136;بموسمين؛;O
13137;موسم;B-WH
13138;الامطار;I-WH
13139;يستمر;O
13140;مايو;O
13141;اكتوبر;O
13142;ويستمر;O
13143;بشكل;O
13144;متقطع;O
13145;حتي;O
13146;نوفمبر;O
13147;وموسم;B-WH
13148;الجفاف;I-WH
13149;يبدا;O
13150;ديسمبر;O
13151;ويستمر;O
13152;حتي;O
13153;نهايه;O
13154;مارس;O
13155;ويبلغ;O
13156;متوسط;O
13157;هطول;B-WH
13158;الامطار;I-WH
13159;سنويا;O
13160;باقل;O
13161;500;O
13162;ملم;O
13163;مدينه;O
13164;باركيسيميتو;B-LOC
13165;رابع;O
13166;اكبر;O
13167;مدينه;O
13168;فنزويلا;B-LOC
13169;واحده;O
13170;اقدم;O
13171;المدن;O
13172;البلاد;O
13173;تقع;O
13174;المدينه;O
13175;حافه;O
13176;نهر;B-LF
13177;توربيو;I-LF
13178;وتتمتع;O
13179;بمناخ;B-WH
13180;معتدل;I-WH
13181;وممتع;O
13182;جانب;O
13183;المباني;O
13184;القديمه;O
13185;الطراز;O
13186;الاسباني;O
13187;اهم;O
13188;يميز;O
